genome,length,breadth,coverage,reads,IS_location,GTDB_tax,sample,pairs,rel_ab,tribe,sample_type,domain,phylum,class,order,family,genus,species
GUT_GENOME000295.fna.fa,4322432,0.691432971,5.268856527,159602,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis,AK_SK_32,13949459,0.005720724,Balti,fecal,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia intestinalis
GUT_GENOME000718.fna.fa,2855693,0.686606018,3.258042594,65234,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella;s__Tyzzerella nexilis,AK_SK_32,13949459,0.002338227,Balti,fecal,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,Tyzzerella nexilis
GUT_GENOME001208.fna.fa,3701123,0.541677215,3.599268186,93114,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066535,AK_SK_32,13949459,0.003337549,Balti,fecal,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-81,CAG-81 sp900066535
GUT_GENOME001587.fna.fa,3784784,0.569457068,2.831303933,75129,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans,AK_SK_32,13949459,0.0026929,Balti,fecal,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Fusicatenibacter,Fusicatenibacter saccharivorans
GUT_GENOME165031.fna.fa,2093657,0.508396074,4.488490344,65456,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,AK_SK_32,13949459,0.002346184,Balti,fecal,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,
GUT_GENOME180274.fna.fa,1891686,0.834088744,4.319131261,57095,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp000431575,AK_SK_32,13949459,0.002046495,Balti,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,CAG-83,CAG-83 sp000431575
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SG_17.26.fa,2332021,0.839469713,11.10529824,177900,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans,AK_SK_32,13949459,0.006376591,Balti,fecal,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia inulinivorans
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_10.12.fa,3624252,0.701711139,2.659258394,66665,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum,AK_SK_32,13949459,0.002389519,Balti,fecal,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Clostridium_AQ,Clostridium_AQ innocuum
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_10.23.fa,4144074,0.858059243,10.88350993,315823,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,AK_SK_32,13949459,0.01132026,Balti,fecal,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_10.5.fa,3026183,0.725098251,3.826146077,81180,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__Ruminococcus_B gnavus,AK_SK_32,13949459,0.00290979,Balti,fecal,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Ruminococcus_B,Ruminococcus_B gnavus
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_32.11.fa,1970273,0.999781249,128.8851502,1771996,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp002742445,AK_SK_32,13949459,0.063514865,Balti,fecal,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium sp002742445
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_32.17.fa,2073431,0.999723164,39.00937298,565688,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900556495,AK_SK_32,13949459,0.020276342,Balti,fecal,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella sp900556495
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_32.21.fa,2289696,0.997697511,113.3225818,1807259,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G,AK_SK_32,13949459,0.06477882,Balti,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii_G
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_32.26.fa,2768971,0.999520038,65.0373088,1266101,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A,AK_SK_32,13949459,0.045381724,Balti,fecal,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,Lachnospira eligens_A
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_32.3.fa,2666211,0.99847574,114.8769926,2137462,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum,AK_SK_32,13949459,0.076614512,Balti,fecal,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_32.6.fa,2416722,0.998882784,18.3912365,310251,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis,AK_SK_32,13949459,0.011120539,Balti,fecal,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter faecis
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_32.8.fa,5076922,0.999817606,99.33269747,3535052,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis,AK_SK_32,13949459,0.126709287,Balti,fecal,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_44.16.fa,2038896,0.968643325,313.5695731,4449767,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,AK_SK_32,13949459,0.159496042,Balti,fecal,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SK_5.5.fa,2117144,0.883446284,61.3554799,907553,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,AK_SK_32,13949459,0.032530043,Balti,fecal,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SR_1.12.fa,3239792,0.702895741,3.217559807,72932,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans,AK_SK_32,13949459,0.002614152,Balti,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruthenibacterium,Ruthenibacterium lactatiformans
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SR_1.15.fa,2563073,0.713207154,3.643548061,65193,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella excrementihominis,AK_SK_32,13949459,0.002336757,Balti,fecal,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Parasutterella,Parasutterella excrementihominis
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SR_2.20.fa,4499342,0.893771134,7.454863779,234029,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-127;s__CAG-127 sp900319515,AK_SK_32,13949459,0.008388462,Balti,fecal,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-127,CAG-127 sp900319515
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__RS12_A.11.fa,5371191,0.567840168,2.369920206,89008,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus,AK_SK_32,13949459,0.003190375,Balti,fecal,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__RS12_A.19.fa,5911437,0.530023241,1.810582797,74769,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster bolteae,AK_SK_32,13949459,0.002679996,Balti,fecal,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__RS12_A.23.fa,5328937,0.832266548,4.435749995,162321,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella effluvii,AK_SK_32,13949459,0.005818183,Balti,fecal,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella,Hungatella effluvii
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__RS5_A.13.fa,3293817,0.852241943,7.676087499,176288,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii,AK_SK_32,13949459,0.006318811,Balti,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__RS5_A.23.fa,2777217,0.78135306,3.660514313,70747,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella wadsworthensis,AK_SK_32,13949459,0.002535833,Balti,fecal,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Sutterella,Sutterella wadsworthensis
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__RS8_A.2.fa,2116538,0.868844783,7.846894265,116619,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus ruminis,AK_SK_32,13949459,0.004180055,Balti,fecal,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Ligilactobacillus ruminis
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS12_A.18.fa,4167445,0.930612402,52.12351132,1517937,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,AK_SK_32,13949459,0.054408454,Balti,fecal,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS5_A.11.fa,4304180,0.64862227,2.403460301,71442,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q symbiosum,AK_SK_32,13949459,0.002560744,Balti,fecal,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_Q,Clostridium_Q symbiosum
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__TS5_A.6.fa,5774498,0.822299531,15.1221712,610121,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_32_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,AK_SK_32,13949459,0.021868984,Balti,fecal,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron
GUT_GENOME001379.fna.fa,3050452,0.633010452,2.706314774,59906,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_33_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A,AK_SK_33,2955225,0.010135607,Brokpa,fecal,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,Coprococcus eutactus_A
GUT_GENOME009542.fna.fa,1978468,0.591068948,2.341567639,32958,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_33_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__Firm-07;s__,AK_SK_33,2955225,0.005576225,Brokpa,fecal,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,CAG-272,Firm-07,
GUT_GENOME014919.fna.fa,2249918,0.63084788,2.697330934,43105,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_33_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_C;s__,AK_SK_33,2955225,0.007293015,Brokpa,fecal,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Olsenella_C,
GUT_GENOME147777.fna.fa,2429033,0.647539576,2.986477208,51575,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_33_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera elsdenii,AK_SK_33,2955225,0.00872607,Brokpa,fecal,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,Megasphaera elsdenii
GUT_GENOME170783.fna.fa,1046494,0.856965257,5.238816737,39451,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_33_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__UBA3631;s__,AK_SK_33,2955225,0.006674788,Brokpa,fecal,Bacteria,Firmicutes,Bacilli,RF39,CAG-822,UBA3631,
GUT_GENOME260425.fna.fa,1736722,0.502820831,1.424826519,17898,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_33_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434335,AK_SK_33,2955225,0.003028196,Brokpa,fecal,Bacteria,Firmicutes_A,Clostridia,TANB77,CAG-508,CAG-492,CAG-492 sp000434335
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SG_16.4.fa,3360867,0.616033006,2.613695202,64028,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_33_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Segatella;s__Segatella copri,AK_SK_33,2955225,0.010833016,Brokpa,fecal,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Segatella,Segatella copri
METABAT215_SUBJECTMAPPING_SCAFFOLDS_1500_MERGED_K77_METASPADES__AK_SG_7.6.fa,2883186,0.568961905,1.997611219,41817,s3://czbiohub-microbiome/Sonnenburg_Lab/IndianMicrobiome/alpha_analysis/quick_profile/IM_genomeSetAlpha-vs-NODUP_HMN_UNMAPPED_TRIM_MARKED_AK_SK_33_R1.fastq.gz.sorted.bam.IS/genomeCoverage.csv,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Segatella;s__Segatella copri,AK_SK_33,2955225,0.007075096,Brokpa,fecal,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Segatella,Segatella copri
